,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,status,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
535,WA,47.60732,-122.335746,98101,c:30526,Seattle,,Pure Networks,acquired,1,1/1/2002,,1/11/2006,1/11/2006,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:30526,0,0,0,1,0,0,3.0,1
536,MA,42.565645399999994,-71.3222696,01862-2000,c:30527,North Billerica,,SemEquip,acquired,1,1/1/2000,,8/4/2005,8/4/2005,5.5945,5.5945,,,3,1,26000000,0,MA,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:30527,1,0,0,0,0,0,2.0,1
537,WA,47.614018,-122.19655,98004,c:30537,Bellevue,,SNAPin Software,acquired,1,1/1/2003,,7/11/2005,2/7/2006,2.526,3.1041,3.0027,9.126,5,2,22300000,2,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:30537,0,0,0,1,1,0,4.5,1
538,NY,40.730646,-73.986614,10013,c:30562,New York,New York NY 10013,Solvate,closed,0,1/1/2007,3/1/2012,8/28/2009,2/16/2011,2.6575,4.1288,2.0027,4.126,11,3,10300000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:30562,0,0,1,1,0,0,2.3333,1
539,CA,37.400945,-122.111318,94040-1309,c:30667,Mountain View,,Impeva,closed,0,1/1/2004,3/16/2012,11/3/2008,11/3/2008,4.8438,4.8438,,,2,1,10000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:30667,0,0,0,1,0,0,2.0,0
540,CA,37.572928999999995,-122.26522299999999,94404,c:30725,Foster City,,Redbeacon,acquired,1,11/1/2008,,8/5/2010,8/5/2010,1.7589,1.7589,2.4027,4.3068,12,1,7400000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:30725,0,0,1,0,0,0,2.0,1
541,CA,34.043948,-118.468204,90025,c:3080,Los Angeles,,DailyStrength,acquired,1,4/1/2006,,5/18/2007,5/18/2007,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3080,0,0,1,0,0,0,1.0,1
542,RI,51.43247,-2.664213,2906,c:30820,Providence,Providence RI 2906,DiJiPOP,acquired,1,11/1/2008,,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,RI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:30820,0,1,0,0,0,0,1.5,1
543,CA,34.083228000000005,-118.341449,90038,c:30834,Los Angeles,,Clicker,acquired,1,1/1/2009,,9/15/2009,2/18/2010,0.7041,1.1315,1.4493,2.2055,12,2,19000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:30834,0,0,1,1,0,0,3.5,1
544,CA,37.767575,-122.411157,94103,c:3087,San Francisco,,PopularMedia,acquired,1,1/1/2003,,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3087,0,0,0,1,1,0,2.5,1
545,NY,40.743808,-73.983626,10010,c:3094,New York,,Next New Networks,acquired,1,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3094,0,0,1,1,1,0,3.5,1
546,CA,37.386778,-121.966277,95054,c:30987,Santa Clara,Santa Clara CA 95054,Quellan,acquired,1,1/1/2001,,9/2/2005,9/27/2007,4.6712,6.7397,7.0027,7.0027,3,2,32000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:30987,0,0,0,1,1,0,5.0,1
547,CA,37.582716999999995,-122.023652,94587,c:31120,Union City,Union City CA 94587,Glacier Bay,closed,0,1/1/1990,1/1/2011,3/3/2008,9/2/2009,18.1808,19.6822,16.011,16.011,2,2,28000000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:31120,1,0,0,1,0,0,2.0,1
548,CA,37.368829999999996,-122.03635,94089,c:31141,Sunnyvale,Sunnyvale CA 94089,Queplix,closed,0,1/1/2004,10/5/2012,9/1/2009,9/1/2009,5.6712,5.6712,6.0055,6.7616,2,1,1500000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:31141,0,0,1,0,0,0,1.0,1
549,CA,37.393679,-122.079017,94041,c:3122,Mountain View,,NeoEdge Networks,acquired,1,5/2/2002,,6/8/2007,12/20/2010,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3122,1,0,0,1,0,0,1.6667,0
550,PA,40.441694,-79.990086,15213,c:31294,Pittsburgh,Pittsburgh PA 15213,Bueda,closed,0,1/4/2009,6/1/2013,1/1/2008,7/1/2010,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:31294,1,1,0,0,0,0,1.0,1
551,UT,40.233844,-111.658534,84606,c:31322,Provo,Provo UT 84606,EnticeLabs,acquired,1,1/1/2007,,8/1/2007,9/25/2009,0.5808,2.7342,2.0027,2.7425,14,2,3300000,2,UT,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:31322,0,1,0,0,0,0,3.5,0
552,CA,37.780883,-122.395257,94107,c:314,San Francisco,,Reddit,acquired,1,1/1/2005,,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:314,0,1,0,0,0,0,1.0,1
553,CO,39.6350086,-106.5213459,81620,c:31452,Avon,,Natural Cleaners Colorado,closed,0,1/1/2005,3/5/2010,8/27/2008,8/27/2008,3.6548,3.6548,,,0,1,1900000,0,CO,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:31452,0,0,1,0,0,0,1.0,1
554,CA,37.459177000000004,-122.173907,94025,c:31488,Menlo Park,,Roxro Pharma,closed,0,1/1/1999,1/1/2001,6/12/2007,6/12/2007,8.4493,8.4493,,,1,1,42700000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31488,0,0,0,1,0,0,3.0,1
555,MA,42.3751,-71.105616,2138,c:31514,Cambridge,Cambridge MA 2138,AccelGolf,closed,0,8/1/2008,5/1/2013,1/1/2008,12/4/2009,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:31514,1,1,0,0,0,0,1.0,1
556,CA,37.4520842,-122.11287920000001,94303,c:31546,Palo Alto,,Satiety,closed,0,1/1/2000,9/10/2011,7/19/2007,9/30/2009,7.5507,9.7534,11.0192,11.0192,1,3,62800000,1,CA,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:31546,0,0,0,0,0,1,6.0,1
557,CA,37.408260999999996,-122.01592,94089,c:31549,Sunnyvale,,Paracor Medical,closed,0,1/1/1999,6/17/2012,6/29/2007,6/29/2007,8.4959,8.4959,9.0055,9.0055,5,1,44000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31549,0,0,0,0,0,1,8.0,1
558,CA,37.400115,-122.05220800000001,94303,c:31559,Mountain View,,Reliant Technologies,acquired,1,1/1/2001,,4/19/2007,4/19/2007,6.2986,6.2986,6.0027,6.0027,9,1,15000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31559,0,0,0,0,0,0,3.0,1
559,CA,37.674559,-122.385658,94005,c:31614,Brisbane,,Tercica,acquired,1,1/1/2002,,10/14/2005,7/6/2007,3.7863,5.5123,,,11,2,83000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31614,1,0,0,0,0,0,1.0,0
560,CA,39.78373,-100.445882,94043-1107,c:31754,Mountain View,Mountain View CA 94043-1107,MAP Pharmaceuticals,acquired,1,1/1/2003,,3/28/2007,3/28/2007,4.2384,4.2384,,,1,1,50000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31754,0,0,0,0,0,1,6.0,1
561,CA,37.54827,-121.98857199999999,94538,c:31764,Fremont,Fremont CA 94538,Oorja Protonics,closed,0,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,,,1,4,21470000,0,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:31764,0,0,1,1,0,0,3.5,1
562,CA,37.791137,-122.391843,94111,c:3178,San Francisco,,Elastra,closed,0,1/1/2007,1/28/2011,8/15/2007,8/5/2008,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3178,0,0,1,1,0,0,2.0,1
563,MN,44.9773,-93.265469,55311,c:31794,Minneapolis,Minneapolis MN 55311,Enstratius,acquired,1,1/1/2009,,11/7/2011,11/7/2011,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,MN,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:31794,0,0,1,0,0,0,2.0,1
564,CA,37.391727,-122.077597,94041,c:3180,Mountain View,,Krillion,acquired,1,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3180,0,0,1,0,0,0,2.0,1
565,CA,37.406914,-122.09037,94043,c:31832,Mountain View,Mountain View CA 94043,Avidia,acquired,1,1/1/2003,,5/6/2005,5/9/2006,2.3452,3.3534,,,3,2,72300000,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:31832,0,0,0,1,1,0,4.5,1
566,CA,37.788571399999995,-122.40359850000002,94108,c:3185,San Francisco,,kwiry,closed,0,1/1/2006,4/23/2009,3/20/2008,3/20/2008,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:3185,0,0,1,0,0,0,1.0,1
567,CA,37.440682,-122.123103,94303,c:31852,Palo Alto,Palo Alto CA 94303,Coapt Systems,acquired,1,1/1/2000,,3/29/2007,12/29/2009,7.2438,10.0,,,1,2,26320000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31852,0,0,0,0,0,0,7.5,1
568,ME,39.78373,-100.445882,1887,c:31866,Wilmington,Wilmington ME 1887,Ahura Scientific,acquired,1,1/1/2002,,1/19/2005,3/9/2007,3.0521,5.1863,7.0055,7.0055,6,2,17000000,1,ME,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:31866,0,0,0,1,0,0,5.0,1
569,CA,37.512318,-122.20091399999998,94063,c:3187,Redwood City,,Replay Solutions,acquired,1,1/1/2004,,12/5/2006,8/18/2008,2.9288,4.6329,,,13,2,15200000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3187,0,0,1,1,0,0,2.0,1
570,CA,37.496904,-122.33305700000001,94107,c:31888,San Mateo,San Mateo CA 94107,Digital Fuel,acquired,1,1/1/2000,,3/29/2007,3/29/2007,7.2438,7.2438,11.0932,11.0932,6,1,5000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:31888,0,0,0,0,0,0,4.0,1
571,CA,37.440682,-122.123103,94303,c:31909,Palo Alto,Palo Alto CA 94303,Dyyno,closed,0,8/1/2007,5/29/2013,1/1/2007,4/22/2011,-0.5808,3.7260000000000004,1.4219,1.4219,6,3,14078664,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:31909,0,0,1,0,0,0,1.5,1
572,CA,37.429676,-122.1085482,94303,c:3193,Palo Alto,,Scalent Systems,acquired,1,1/1/2003,,1/22/2007,1/22/2007,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:3193,0,0,0,0,1,0,4.0,1
573,CA,37.404788,-121.94084199999999,95134,c:31936,San Jose,San Jose CA 95134,NeoGuide Systems,acquired,1,1/1/2000,,9/29/2006,9/29/2006,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31936,0,0,0,0,1,0,1.0,1
574,CA,37.584103000000006,-122.366082,94010,c:31968,Burlingame,Burlingame CA 94010,Origen Therapeutics,closed,0,1/1/1997,8/3/2012,10/3/2007,10/3/2007,10.7589,10.7589,,,0,1,2000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31968,0,0,0,0,0,0,1.0,0
575,CA,37.406914,-122.09037,94043,c:31976,Mountain View,Mountain View CA 94043,The Fanfare Group,acquired,1,1/1/2004,,1/1/2005,11/30/2009,1.0027,5.9178,3.0027,3.0027,2,3,27085228,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:31976,1,0,0,1,0,0,2.5,1
576,CA,37.386778,-121.966277,95054,c:32011,Santa Clara,Santa Clara CA 95054,Accept Software,acquired,1,1/1/2002,,9/16/2005,12/14/2010,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:32011,1,0,1,1,1,0,2.0,1
577,CA,34.062504,-118.354605,90036,c:3202,Los Angeles,,Authenticlick,closed,0,8/5/2005,1/1/2009,2/1/2006,2/1/2006,0.4932,0.4932,2.2411,2.2411,8,1,5000000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:3202,0,0,1,0,0,0,1.0,0
578,CA,37.658313,-122.39103200000001,94080,c:32023,South San Francisco,South San Francisco CA 94080,BioSeek,acquired,1,1/1/2000,,5/23/2007,5/23/2007,7.3945,7.3945,4.0027,4.0027,4,1,10000000,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:32023,0,0,0,0,1,0,1.0,0
579,VA,38.969532,-77.385948,20170,c:32094,Herndon,Herndon VA 20170,ZoomSafer,acquired,1,1/1/2009,,3/1/2009,3/7/2011,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:32094,0,1,1,1,0,0,1.5,0
580,CA,42.340653,-71.068003,92590,c:3214,Temecula,,CitySquares,acquired,1,8/1/2005,,10/1/2008,4/13/2010,3.1699,4.7014,4.463,5.3425,17,4,422500,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3214,1,1,1,0,0,0,2.0,1
581,WA,45.630695,-122.674456,98665,c:32144,Vancouver,Vancouver WA 98665,Idooble,closed,0,1/1/2009,1/1/2012,1/1/2009,8/1/2010,0.0,1.5808,-0.1671,-0.1671,1,2,400000,1,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:32144,0,1,0,0,0,0,1.0,0
582,MA,42.375640000000004,-71.2358,2452,c:32297,Waltham,Waltham MA 2452,Interactive Supercomputing,acquired,1,1/1/2004,,1/17/2006,10/24/2007,2.0466,3.8137,3.0027,3.0027,3,2,15500000,1,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:32297,0,0,1,1,0,0,4.0,1
583,MA,42.360253,-71.058291,2111,c:32383,Boston,Boston MA 2111,Goby,acquired,1,7/1/2008,,10/20/2010,10/20/2010,2.3041,2.3041,-0.3342,2.3589,4,1,2500000,3,MA,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,c:32383,0,0,1,0,0,0,2.0,1
584,CA,37.441537,-122.158332,94301,c:32475,Palo Alto,Palo Alto CA 94301,Waze,acquired,1,1/1/2007,,3/1/2008,10/18/2011,1.1644,4.7973,2.326,6.9041,18,3,67000000,5,CA,1,0,0,0,0,transportation,0,0,0,0,0,0,0,0,0,1,c:32475,0,0,1,1,1,0,2.6667,1
585,CA,32.88945,-117.16692900000001,92121,c:3267,San Diego,,Tapioca Mobile,closed,0,1/1/2008,7/9/2012,9/1/2007,3/25/2008,-0.3342,0.2301,,,5,2,5000000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:3267,1,1,0,0,0,0,1.0,1
586,FL,25.774266,-80.193659,33131,c:32686,miami,miami FL 33131,YESTODATE.COM,closed,0,6/3/2009,10/19/2009,6/3/2009,6/3/2009,0.0,0.0,,,1,1,1000000,0,FL,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:32686,0,1,0,0,0,0,4.0,0
587,CA,33.97279,-118.427578,90094,c:3288,Playa Vista,Playa Vista CA 90094,WebVisible,closed,0,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3288,0,0,1,1,1,0,1.3333,1
588,CA,37.831409,-122.286527,94608,c:32977,Emeryville,Emeryville CA 94608,HX Diagnostics,closed,0,1/1/2006,10/1/2012,2/17/2009,9/30/2009,3.1315,3.7479,,,0,2,7800000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:32977,0,0,1,1,0,0,2.0,1
589,CA,37.556732000000004,-122.28837800000001,94404,c:33198,San Francisco,,Causata,acquired,1,1/1/2009,,10/5/2009,11/1/2011,0.7589,2.8329,0.7589,3.8356,12,2,15500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:33198,0,0,1,1,0,0,1.0,1
590,CA,37.553743,-122.300246,94402,c:334,San Mateo,,TalkPlus,closed,0,2/1/2004,5/7/2008,10/1/2006,10/1/2006,2.6658,2.6658,,,6,1,5500000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:334,0,0,1,0,0,0,1.0,1
591,MA,42.3751,-71.105616,2139,c:33416,Cambridge,Cambridge MA 2139,Bluefin Labs,acquired,1,6/1/2008,,4/1/2008,1/24/2012,-0.1671,3.6493,4.1507,4.6849,12,4,20350000,3,MA,0,0,1,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:33416,0,1,1,1,0,0,3.75,1
592,CA,37.354469,-121.99043300000001,95051,c:335,Santa Clara,Santa Clara CA 95051,Vudu,acquired,1,1/1/2004,,6/1/2005,4/29/2007,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:335,0,0,1,1,0,0,3.5,1
593,MA,42.3751,-71.105616,2139,c:33507,Cambridge,Cambridge MA 2139,Performable,acquired,1,10/17/2009,,1/15/2010,1/15/2010,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:33507,0,0,1,0,0,0,1.0,1
594,ID,43.493525,-112.04009199999999,83402,c:33519,Idaho Falls,Idaho Falls ID 83402,RFinity,closed,0,10/1/2008,6/1/2013,2/1/2011,2/1/2011,2.3369999999999997,2.3369999999999997,0.5808,2.3726,5,1,4000000,4,ID,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:33519,0,0,1,0,0,0,1.0,1
595,CA,37.386778,-121.966277,95054,c:33771,Santa Clara,Santa Clara CA 95054,Attune Systems,closed,0,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:33771,1,0,0,1,0,0,4.0,1
596,CA,37.320309,-122.05004,95014,c:33869,Cupertino,Cupertino CA 95014,ViVu,acquired,1,1/1/2009,,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:33869,0,0,1,1,0,0,2.5,1
597,NY,40.704382200000005,-73.98657170000001,10010,c:339,New York,,Outside.in,acquired,1,8/1/2006,,2/1/2007,12/8/2009,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:339,0,1,1,1,0,0,5.8,1
598,OH,39.099909000000004,-84.504243,45202,c:33912,Cincinnati,Cincinnati OH 45202,Transactiv,closed,0,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,OH,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:33912,0,0,1,0,0,0,4.0,1
599,CA,37.779281,-122.41923600000001,94105,c:33949,San Francisco,San Francisco CA 94105,Desk,acquired,1,1/1/2009,,4/15/2010,1/4/2011,1.2849,2.0082,2.1616,3.4438,12,2,5700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:33949,0,0,1,1,0,0,4.0,1
600,CA,37.437328,-122.15992800000001,94303,c:3400,Palo Alto,,MyMiniLife,acquired,1,1/1/2007,,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:3400,0,1,0,0,0,0,1.6667,0
601,CA,37.368829999999996,-122.03635,94085,c:34028,Sunnyvale,Sunnyvale CA 94085,LikeList,closed,0,1/1/2008,12/6/2012,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:34028,0,0,1,0,0,0,1.0,0
602,MA,42.6161515,-71.3258687,1851,c:3413,Lowell,,Dimdim,acquired,1,1/1/2006,,2/1/2007,7/1/2008,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3413,0,0,1,1,0,0,2.0,1
603,MD,38.978640000000006,-76.492786,21401,c:34152,Annapolis,Annapolis MD 21401,Netcordia,acquired,1,1/1/2000,,6/28/2005,7/31/2006,5.4932,6.5836,6.7534,6.7534,3,2,13000000,1,MD,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:34152,0,0,1,1,0,0,1.5,1
604,TX,32.960431,-96.83026,75001,c:34267,Addison,Addison TX 75001,Chronicity,closed,0,9/1/2006,4/1/2012,10/10/2006,5/26/2011,0.1068,4.7342,,,0,4,19550000,0,TX,0,0,0,1,0,consulting,0,0,0,0,0,0,0,0,1,0,c:34267,1,0,1,0,0,0,1.0,1
605,PA,40.441694,-79.990086,15219,c:34338,Pittsburgh,Pittsburgh PA 15219,Zipano,closed,0,6/1/2009,5/27/2012,7/1/2009,7/1/2009,0.0822,0.0822,,,2,1,25000,0,PA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,c:34338,0,1,0,0,0,0,1.0,0
606,MA,42.417268,-71.258466,2451,c:344,Waltham,,PermissionTV,closed,0,1/1/2005,4/14/2012,11/1/2004,6/1/2007,-0.1671,2.4137,4.0521,4.0521,11,3,9000000,1,MA,0,0,1,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:344,0,0,1,1,1,0,6.6667,1
607,CA,37.386778,-121.966277,95054,c:34401,Santa Clara,Santa Clara CA 95054,Innovative Silicon,closed,0,1/1/2002,1/1/2011,3/1/2004,11/6/2007,2.1644,5.8493,6.0027,6.0027,3,4,72000000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,c:34401,0,0,1,1,1,0,2.25,1
608,MA,42.360253,-71.058291,2109,c:34499,Boston,Boston MA 2109,MyEnergy,acquired,1,6/4/2007,,2/1/2009,2/3/2011,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:34499,0,1,1,0,0,0,3.0,1
609,NY,40.730646,-73.986614,10013,c:34522,New York,New York NY 10013,Hotlist,closed,0,1/1/2008,5/1/2013,5/1/2008,1/1/2012,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:34522,1,1,0,0,0,0,1.0,1
610,CA,37.779281,-122.41923600000001,94104,c:34545,San Francisco,San Francisco CA 94104,Optimal,acquired,1,1/1/2008,,1/1/2008,1/22/2013,0.0,5.063,5.0055,5.7945,10,3,7600000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:34545,0,0,1,1,0,0,5.0,1
611,NY,40.650104,-73.94958199999999,11211,c:34549,Brooklyn,Brooklyn NY 11211,Hot Potato,acquired,1,1/1/2009,,11/25/2009,11/25/2009,0.8986,0.8986,0.4137,1.6329,12,1,1420000,3,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:34549,0,0,1,0,0,0,16.0,1
612,CA,37.779281,-122.41923600000001,94107,c:34618,San Francisco,San Francisco CA 94107,ScanSafe,acquired,1,1/1/2004,,2/1/2007,3/1/2009,3.0877,5.1671,2.0027,5.8247,5,2,28500000,2,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:34618,0,0,0,1,1,0,2.5,1
613,FL,28.625226,-81.373734,32751,c:34696,Maitland,Maitland FL 32751,Sundrop Mobile,acquired,1,6/1/2010,,3/29/2011,3/29/2011,0.8247,0.8247,0.9151,1.9589,6,1,900000,3,FL,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:34696,0,0,1,0,0,0,1.0,0
614,CA,34.007967,-118.489681,94301,c:3487,Palo Alto,,Mytopia,acquired,1,1/1/2007,,1/1/2008,3/1/2009,1.0,2.1644,4.3644,5.3342,10,2,3500000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:3487,0,1,1,0,0,0,2.0,0
615,TX,40.694599,-73.990638,78701,c:3505,Austin,,Workstreamer,closed,0,10/1/2009,6/1/2013,1/1/2009,7/27/2010,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:3505,0,1,1,0,0,0,1.0,1
616,CA,39.78373,-100.445882,94025,c:35148,Menlo Park,Menlo Park CA 94025,Devtap,closed,0,1/1/2008,2/25/2009,9/1/2008,9/1/2008,0.6685,0.6685,0.0,0.0,2,1,2600000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:35148,0,0,0,0,0,0,1.0,0
617,MA,42.546483,-71.17366700000001,1887,c:35157,Wilmington,Wilmington MA 1887,Viacor,closed,0,12/1/1999,11/11/2011,9/12/2002,11/10/2010,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:35157,0,0,0,1,0,0,2.0,1
618,CA,37.779281,-122.41923600000001,94103,c:35236,San Francisco,San Francisco CA 94103,Chomp,acquired,1,9/9/2009,,11/1/2009,3/11/2010,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:35236,0,1,1,0,0,0,3.5,1
